match_id,team,outcome,wide_progression_share,build_up_share
19787,Bristol City WFC,Win,0.5286624203821656,0.3474025974025974
19789,Birmingham City WFC,Win,0.5263157894736842,0.4006092916984006
19789,Chelsea FCW,Loss,0.5371024734982333,0.513681592039801
19793,Liverpool WFC,Win,0.5466666666666666,0.5106796116504855
19793,West Ham United LFC,Loss,0.5551948051948052,0.4974715549936789
19795,Reading WFC,Loss,0.44398340248962653,0.5284191829484902
19795,West Ham United LFC,Win,0.536036036036036,0.36926360725720386
19796,Birmingham City WFC,Loss,0.47419354838709676,0.6838383838383838
19796,Brighton & Hove Albion WFC,Win,0.4928909952606635,0.48478260869565215
19803,Everton LFC,Win,0.441025641025641,0.6624015748031497
19803,West Ham United LFC,Loss,0.5308056872037915,0.43663366336633663
19817,Everton LFC,Win,0.5577889447236181,0.3244019138755981
19817,Reading WFC,Loss,0.4959349593495935,0.35247524752475246
19821,Arsenal WFC,Win,0.537117903930131,0.5841446453407511
19821,Manchester City WFC,Loss,0.43243243243243246,0.5402379286214136
22912,Liverpool,Win,0.4574468085106383,0.4323699421965318
22912,Tottenham Hotspur,Loss,0.42016806722689076,0.494006309148265
22924,Nigeria Women's,Loss,0.6218905472636815,0.33153928955866524
22924,Norway Women's,Win,0.4262295081967213,0.37416974169741696
22940,Argentina Women's,Draw,0.6114649681528662,0.3188585607940447
22940,Japan Women's,Draw,0.4338235294117647,0.49214145383104124
22945,Korea Republic Women's,Loss,0.42570281124497994,0.4169259489732421
22945,Nigeria Women's,Win,0.3872832369942196,0.46258503401360546
22981,Korea Republic Women's,Loss,0.5238095238095238,0.5515961395694136
22981,Norway Women's,Win,0.32954545454545453,0.3619957537154989
68320,Barcelona,Win,0.5371428571428571,0.3457364341085271
68320,Villarreal,Loss,0.5076923076923077,0.324212271973466
68326,Barcelona,Win,0.403921568627451,0.45007602635580335
68326,Celta Vigo,Loss,0.5023255813953489,0.4896755162241888
68330,Barcelona,Loss,0.3359683794466403,0.4288343558282209
68330,Real Madrid,Win,0.3496932515337423,0.34486607142857145
68331,Barcelona,Win,0.3992248062015504,0.4538595473012188
68331,Real Zaragoza,Loss,0.514792899408284,0.26970033296337403
68341,Barcelona,Win,0.4605263157894737,0.5297318305479984
68341,Recreativo Huelva,Loss,0.3697916666666667,0.5852216748768473
68344,Canada Women's,Loss,0.4095238095238095,0.5801704105344694
68344,Netherlands Women's,Win,0.39790575916230364,0.5298804780876494
69171,Barcelona,Win,0.41911764705882354,0.45765563656758274
69171,Sevilla,Loss,0.49760765550239233,0.5036344755970924
69179,Barcelona,Loss,0.3065134099616858,0.5464044253226797
69179,Real Zaragoza,Win,0.4358974358974359,0.3840186190845617
69180,Barcelona,Draw,0.39805825242718446,0.4561991383437051
69180,Racing Santander,Draw,0.5113636363636364,0.2526595744680851
69182,Barcelona,Win,0.36693548387096775,0.5012406947890818
